"","id","sector","cluster","measure","validated","phase","phase_category","gap","risk","ownership"
"590","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Preparedness: tools","tools","policy design & planning","flooding: pluvial","national & subnational"
"591","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Preparedness: tools","tools","policy design & planning","hydrological hazards: other","national & subnational"
"592","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Preparedness: tools","tools","resources, capacity & implementation","floods: riverine, fluvial","national & subnational"
"593","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Preparedness: tools","tools","resources, capacity & implementation","flooding: pluvial","national & subnational"
"594","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Preparedness: tools","tools","resources, capacity & implementation","hydrological hazards: other","national & subnational"
"595","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Recovery: structural","structural","policy design & planning","floods: riverine, fluvial","national & subnational"
"596","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Recovery: structural","structural","policy design & planning","flooding: pluvial","national & subnational"
"597","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Recovery: structural","structural","policy design & planning","hydrological hazards: other","national & subnational"
"598","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Recovery: structural","structural","resources, capacity & implementation","floods: riverine, fluvial","national & subnational"
"599","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Recovery: structural","structural","resources, capacity & implementation","flooding: pluvial","national & subnational"
"600","cp_107","civil protection","insurances","In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,"Recovery: structural","structural","resources, capacity & implementation","hydrological hazards: other","national & subnational"
"601","cp_108","civil protection","participative risk governance","A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"602","cp_108","civil protection","participative risk governance","A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,"Preparedness: tool implementation","tool implementation","effectiveness & efficiency","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"603","cp_108","civil protection","participative risk governance","A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,"Preparedness: tool implementation","tool implementation","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"604","cp_108","civil protection","participative risk governance","A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"605","cp_108","civil protection","participative risk governance","A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,"Prevention: non-structural","non-structural","effectiveness & efficiency","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"606","cp_108","civil protection","participative risk governance","A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,"Prevention: non-structural","non-structural","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"607","cp_109","civil protection","participative risk governance","‘local reasons for concern’ need to be included into national policy making to make risk reduction solutions more target-oriented and ambitious.",0,"Prevention: structural","structural","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"608","cp_109","civil protection","participative risk governance","‘local reasons for concern’ need to be included into national policy making to make risk reduction solutions more target-oriented and ambitious.",0,"Prevention: structural","structural","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","national & subnational"
"609","cp_109","civil protection","participative risk governance","‘local reasons for concern’ need to be included into national policy making to make risk reduction solutions more target-oriented and ambitious.",0,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"610","cp_109","civil protection","participative risk governance","‘local reasons for concern’ need to be included into national policy making to make risk reduction solutions more target-oriented and ambitious.",0,"Prevention: non-structural","non-structural","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","national & subnational"
"611","cp_109","civil protection","participative risk governance","‘local reasons for concern’ need to be included into national policy making to make risk reduction solutions more target-oriented and ambitious.",0,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"612","cp_109","civil protection","participative risk governance","‘local reasons for concern’ need to be included into national policy making to make risk reduction solutions more target-oriented and ambitious.",0,"Preparedness: tool implementation","tool implementation","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","national & subnational"
"613","cp_110","civil protection","participative risk governance","Community resilience projects should serve as a role model for stakeholder engagement across different scales and sectors.",0,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"614","cp_110","civil protection","participative risk governance","Community resilience projects should serve as a role model for stakeholder engagement across different scales and sectors.",0,"Preparedness: tool implementation","tool implementation","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"615","cp_110","civil protection","participative risk governance","Community resilience projects should serve as a role model for stakeholder engagement across different scales and sectors.",0,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"616","cp_110","civil protection","participative risk governance","Community resilience projects should serve as a role model for stakeholder engagement across different scales and sectors.",0,"Prevention: non-structural","non-structural","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"617","cp_111","civil protection","participative risk governance","An active involvement of civil society actors (e.g. In the conception of emergency plans) is needed to strengthen private risk precaution. This measure could prevent inadequate use of preventive measures advocated by local institutions.",1,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","local & regional"
"618","cp_111","civil protection","participative risk governance","An active involvement of civil society actors (e.g. In the conception of emergency plans) is needed to strengthen private risk precaution. This measure could prevent inadequate use of preventive measures advocated by local institutions.",1,"Prevention: non-structural","non-structural","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","local & regional"
"619","cp_111","civil protection","participative risk governance","An active involvement of civil society actors (e.g. In the conception of emergency plans) is needed to strengthen private risk precaution. This measure could prevent inadequate use of preventive measures advocated by local institutions.",1,"Prevention: non-structural","non-structural","compliance & enforcement","multi-hazard, multi-risk","local & regional"
"620","cp_111","civil protection","participative risk governance","An active involvement of civil society actors (e.g. In the conception of emergency plans) is needed to strengthen private risk precaution. This measure could prevent inadequate use of preventive measures advocated by local institutions.",1,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","local & regional"
"621","cp_111","civil protection","participative risk governance","An active involvement of civil society actors (e.g. In the conception of emergency plans) is needed to strengthen private risk precaution. This measure could prevent inadequate use of preventive measures advocated by local institutions.",1,"Preparedness: tool implementation","tool implementation","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","local & regional"
"622","cp_111","civil protection","participative risk governance","An active involvement of civil society actors (e.g. In the conception of emergency plans) is needed to strengthen private risk precaution. This measure could prevent inadequate use of preventive measures advocated by local institutions.",1,"Preparedness: tool implementation","tool implementation","compliance & enforcement","multi-hazard, multi-risk","local & regional"
"623","cp_112","civil protection","participative risk governance","Local population needs to be involved in the preparation of contingency plans incl. Assigned responsibilities, aiming to create a ‘risk-competent society’. Enhanced local risk ownership needs to be achieved by increased participation, and inclusion of local knowledge. In practice, a community should, for example, capitalize on the knowledge of its elders.",1,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","local & regional"
"624","cp_112","civil protection","participative risk governance","Local population needs to be involved in the preparation of contingency plans incl. Assigned responsibilities, aiming to create a ‘risk-competent society’. Enhanced local risk ownership needs to be achieved by increased participation, and inclusion of local knowledge. In practice, a community should, for example, capitalize on the knowledge of its elders.",1,"Prevention: non-structural","non-structural","resources, capacity & implementation","multi-hazard, multi-risk","local & regional"
"625","cp_112","civil protection","participative risk governance","Local population needs to be involved in the preparation of contingency plans incl. Assigned responsibilities, aiming to create a ‘risk-competent society’. Enhanced local risk ownership needs to be achieved by increased participation, and inclusion of local knowledge. In practice, a community should, for example, capitalize on the knowledge of its elders.",1,"Prevention: non-structural","non-structural","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","local & regional"
"626","cp_112","civil protection","participative risk governance","Local population needs to be involved in the preparation of contingency plans incl. Assigned responsibilities, aiming to create a ‘risk-competent society’. Enhanced local risk ownership needs to be achieved by increased participation, and inclusion of local knowledge. In practice, a community should, for example, capitalize on the knowledge of its elders.",1,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","local & regional"
"627","cp_112","civil protection","participative risk governance","Local population needs to be involved in the preparation of contingency plans incl. Assigned responsibilities, aiming to create a ‘risk-competent society’. Enhanced local risk ownership needs to be achieved by increased participation, and inclusion of local knowledge. In practice, a community should, for example, capitalize on the knowledge of its elders.",1,"Preparedness: tool implementation","tool implementation","resources, capacity & implementation","multi-hazard, multi-risk","local & regional"
"628","cp_112","civil protection","participative risk governance","Local population needs to be involved in the preparation of contingency plans incl. Assigned responsibilities, aiming to create a ‘risk-competent society’. Enhanced local risk ownership needs to be achieved by increased participation, and inclusion of local knowledge. In practice, a community should, for example, capitalize on the knowledge of its elders.",1,"Preparedness: tool implementation","tool implementation","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","local & regional"
"629","cp_113","civil protection","participative risk governance","Enhanced cooperation across governmental scales is needed to achieve greater climate and residual risk awareness.",0,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"630","cp_113","civil protection","participative risk governance","Enhanced cooperation across governmental scales is needed to achieve greater climate and residual risk awareness.",0,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"631","cp_114","civil protection","participative risk governance","The coordination between all stakeholders involved in the recovery phase needs to be improved. To achieve this, a meeting of all involved organizations should be held to define in detail the recovery procedure.",1,"Recovery: learning","learning","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"632","cp_114","civil protection","participative risk governance","The coordination between all stakeholders involved in the recovery phase needs to be improved. To achieve this, a meeting of all involved organizations should be held to define in detail the recovery procedure.",1,"Recovery: learning","learning","local risk preparedness & community-driven adaptive capacities","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"633","cp_115","civil protection","national disaster management","Definition of clear structures, processes and responsibilities, e.g. National situation assessment center (“bundeslagezentrum”), climate and extreme risks advisor to the government, definition what constitutes a national crisis. A practical problem is that only large-scale extremes (\""\""\""\""katastrophenfall\""\""\""\"") are systematically documented, while small-scale events are dealt with on local level only, without reporting. The missing local documentation, however, results in less economic considerations when deciding on new national protection strategies.",1,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"634","cp_115","civil protection","national disaster management","Definition of clear structures, processes and responsibilities, e.g. National situation assessment center (“bundeslagezentrum”), climate and extreme risks advisor to the government, definition what constitutes a national crisis. A practical problem is that only large-scale extremes (\""\""\""\""katastrophenfall\""\""\""\"") are systematically documented, while small-scale events are dealt with on local level only, without reporting. The missing local documentation, however, results in less economic considerations when deciding on new national protection strategies.",1,"Preparedness: tool implementation","tool implementation","policy design & planning","multi-hazard, multi-risk","national & subnational"
"635","cp_115","civil protection","national disaster management","Definition of clear structures, processes and responsibilities, e.g. National situation assessment center (“bundeslagezentrum”), climate and extreme risks advisor to the government, definition what constitutes a national crisis. A practical problem is that only large-scale extremes (\""\""\""\""katastrophenfall\""\""\""\"") are systematically documented, while small-scale events are dealt with on local level only, without reporting. The missing local documentation, however, results in less economic considerations when deciding on new national protection strategies.",1,"Recovery: structural","structural","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"636","cp_115","civil protection","national disaster management","Definition of clear structures, processes and responsibilities, e.g. National situation assessment center (“bundeslagezentrum”), climate and extreme risks advisor to the government, definition what constitutes a national crisis. A practical problem is that only large-scale extremes (\""\""\""\""katastrophenfall\""\""\""\"") are systematically documented, while small-scale events are dealt with on local level only, without reporting. The missing local documentation, however, results in less economic considerations when deciding on new national protection strategies.",1,"Recovery: structural","structural","policy design & planning","multi-hazard, multi-risk","national & subnational"
"637","cp_115","civil protection","national disaster management","Definition of clear structures, processes and responsibilities, e.g. National situation assessment center (“bundeslagezentrum”), climate and extreme risks advisor to the government, definition what constitutes a national crisis. A practical problem is that only large-scale extremes (\""\""\""\""katastrophenfall\""\""\""\"") are systematically documented, while small-scale events are dealt with on local level only, without reporting. The missing local documentation, however, results in less economic considerations when deciding on new national protection strategies.",1,"Recovery: learning","learning","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"638","cp_115","civil protection","national disaster management","Definition of clear structures, processes and responsibilities, e.g. National situation assessment center (“bundeslagezentrum”), climate and extreme risks advisor to the government, definition what constitutes a national crisis. A practical problem is that only large-scale extremes (\""\""\""\""katastrophenfall\""\""\""\"") are systematically documented, while small-scale events are dealt with on local level only, without reporting. The missing local documentation, however, results in less economic considerations when deciding on new national protection strategies.",1,"Recovery: learning","learning","policy design & planning","multi-hazard, multi-risk","national & subnational"
"639","cp_116","civil protection","national disaster management","Cross-sectoral collaboration and coordination is needed across all hierarchies, e.g. Through task forces, round tables, information platforms. Especially at the national level the cross-sectoral cooperation is insufficient.",1,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"640","cp_117","civil protection","national disaster management","Close collaboration with research is needed for integrated crisis-assessment",0,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"641","cp_117","civil protection","national disaster management","Close collaboration with research is needed for integrated crisis-assessment",0,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"642","cp_118","civil protection","national disaster management","Climate change effects need to be considered in national disaster risk legislation",0,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","national & subnational"
"643","cp_118","civil protection","national disaster management","Climate change effects need to be considered in national disaster risk legislation",0,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","national & subnational"
"644","cp_118","civil protection","national disaster management","Climate change effects need to be considered in national disaster risk legislation",0,"Preparedness: tool implementation","tool implementation","policy design & planning","multi-hazard, multi-risk","national & subnational"
"645","cp_118","civil protection","national disaster management","Climate change effects need to be considered in national disaster risk legislation",0,"Preparedness: tool implementation","tool implementation","legislative & regulatory","multi-hazard, multi-risk","national & subnational"
"646","cp_119","civil protection","national disaster management","Explicit planning for residual risk events is needed in alert-, emergency-, and contingency plans",0,"Preparedness: tools","tools","policy design & planning","multi-hazard, multi-risk","national & subnational"
"647","cp_120","civil protection","national disaster management","Organizational models for response management need improvement, i.e. Adaptation of the organization and coordination of disaster management.",0,"Response: tools","tools","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"648","cp_120","civil protection","national disaster management","Organizational models for response management need improvement, i.e. Adaptation of the organization and coordination of disaster management.",0,"Response: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"649","cp_121","civil protection","national disaster management","The two-way communication between services in the field and national/regional actors displays a crucial gap. In particular, the communication between locals (e.g. Firefighters and municipality) and the provincial offices should be improved, for example by a procedure for civil protection notification.",1,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"650","cp_122","civil protection","national disaster management","The administrative process around the reconstruction of private buildings needs a more systematic and transparent approach. Here, a public contact point would be helpful.",1,"Recovery: structural","structural","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"651","cp_123","civil protection","national disaster management","Better regulations are needed for special issues like the relocation of buildings.",1,"Recovery: structural","structural","legislative & regulatory","multi-hazard, multi-risk","national & subnational"
"652","cp_123","civil protection","national disaster management","Better regulations are needed for special issues like the relocation of buildings.",1,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","national & subnational"
"653","cp_124","civil protection","national risk assessments","Method to generate coherent, integrated, cost effective and practicable measures from comparable and up-to-date risk assessments",0,"Cross-cutting, generic","","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"654","cp_124","civil protection","national risk assessments","Method to generate coherent, integrated, cost effective and practicable measures from comparable and up-to-date risk assessments",0,"Cross-cutting, generic","","policy design & planning","multi-hazard, multi-risk","national & subnational"
"655","cp_125","civil protection","national risk assessments","Increased knowledge about residual risks needed to prepare municipalities",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","multi-hazard, multi-risk","local & regional"
"656","cp_125","civil protection","national risk assessments","Increased knowledge about residual risks needed to prepare municipalities",0,"Prevention: non-structural","non-structural","resources, capacity & implementation","multi-hazard, multi-risk","local & regional"
"657","cp_125","civil protection","national risk assessments","Increased knowledge about residual risks needed to prepare municipalities",0,"Preparedness: tools","tools","knowledge, data & evidence","multi-hazard, multi-risk","local & regional"
"658","cp_125","civil protection","national risk assessments","Increased knowledge about residual risks needed to prepare municipalities",0,"Preparedness: tools","tools","resources, capacity & implementation","multi-hazard, multi-risk","local & regional"
"659","cp_126","civil protection","national risk assessments","Prioritization of vulnerable land uses and areas with high damage potential through the promotion of risk concepts in disaster control and management",0,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","national & subnational"
"660","cp_126","civil protection","national risk assessments","Prioritization of vulnerable land uses and areas with high damage potential through the promotion of risk concepts in disaster control and management",0,"Preparedness: tool implementation","tool implementation","policy design & planning","multi-hazard, multi-risk","national & subnational"
"661","cp_127","civil protection","national risk assessments","Harmonized documentation of hazardous events and related damages through accessible databases",0,"Recovery: learning","learning","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"662","cp_128","civil protection","national risk assessments","Move from a traditional hazard-focus towards an integrated risk-evaluation",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"663","cp_128","civil protection","national risk assessments","Move from a traditional hazard-focus towards an integrated risk-evaluation",0,"Preparedness: tools","tools","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"664","cp_129","civil protection","national risk assessments","Reach trans-regional and transnational risk assessments, e.g. For river basins",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","multi-hazard, multi-risk","transnational"
"665","cp_129","civil protection","national risk assessments","Reach trans-regional and transnational risk assessments, e.g. For river basins",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","floods: riverine, fluvial","transnational"
"666","cp_129","civil protection","national risk assessments","Reach trans-regional and transnational risk assessments, e.g. For river basins",0,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","transnational"
"667","cp_129","civil protection","national risk assessments","Reach trans-regional and transnational risk assessments, e.g. For river basins",0,"Prevention: non-structural","non-structural","governance: organisational & procedural","floods: riverine, fluvial","transnational"
"668","cp_129","civil protection","national risk assessments","Reach trans-regional and transnational risk assessments, e.g. For river basins",0,"Preparedness: tools","tools","knowledge, data & evidence","multi-hazard, multi-risk","transnational"
"669","cp_129","civil protection","national risk assessments","Reach trans-regional and transnational risk assessments, e.g. For river basins",0,"Preparedness: tools","tools","knowledge, data & evidence","floods: riverine, fluvial","transnational"
"670","cp_129","civil protection","national risk assessments","Reach trans-regional and transnational risk assessments, e.g. For river basins",0,"Preparedness: tools","tools","governance: organisational & procedural","multi-hazard, multi-risk","transnational"
"671","cp_129","civil protection","national risk assessments","Reach trans-regional and transnational risk assessments, e.g. For river basins",0,"Preparedness: tools","tools","governance: organisational & procedural","floods: riverine, fluvial","transnational"
"672","cp_130","civil protection","national risk assessments","Development of tools to assess multiple and cascading risks caused by a combination of events",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"673","cp_130","civil protection","national risk assessments","Development of tools to assess multiple and cascading risks caused by a combination of events",0,"Prevention: non-structural","non-structural","resources, capacity & implementation","multi-hazard, multi-risk","national & subnational"
"674","cp_131","civil protection","national risk assessments","Consideration of climate scenarios and uncertainties in civil protection risk assessments",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"675","cp_131","civil protection","national risk assessments","Consideration of climate scenarios and uncertainties in civil protection risk assessments",0,"Preparedness: tools","tools","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"676","cp_132","civil protection","risk communication","Consolidation of communication activities between all government scales, aid agencies, emergency response organizations, and insurances, e.g. By linking information services across different established platforms, by communication guidelines.",0,"Preparedness: tools","tools","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"677","cp_132","civil protection","risk communication","Consolidation of communication activities between all government scales, aid agencies, emergency response organizations, and insurances, e.g. By linking information services across different established platforms, by communication guidelines.",0,"Response: tools","tools","governance: organisational & procedural","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"678","cp_133","civil protection","risk communication","Methods for inclusive risk and crises communication are needed, e.g. By target-group oriented communication strategies (for children, elderly, non-natives, differently abled people). This is necessary because in practice, there are difficulties i) in the communication to non-residents, ii) with promoting personal responsibility (concerning avoiding car trips and movement ourdoors in context of extreme events), and iii) with a gereral lack of knowledge around civil protection plans. Here, more straightforward explanations for the general public would be helpful.",1,"Preparedness: tools","tools","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"679","cp_133","civil protection","risk communication","Methods for inclusive risk and crises communication are needed, e.g. By target-group oriented communication strategies (for children, elderly, non-natives, differently abled people). This is necessary because in practice, there are difficulties i) in the communication to non-residents, ii) with promoting personal responsibility (concerning avoiding car trips and movement ourdoors in context of extreme events), and iii) with a gereral lack of knowledge around civil protection plans. Here, more straightforward explanations for the general public would be helpful.",1,"Preparedness: tools","tools","resources, capacity & implementation","multi-hazard, multi-risk","national & subnational"
"680","cp_133","civil protection","risk communication","Methods for inclusive risk and crises communication are needed, e.g. By target-group oriented communication strategies (for children, elderly, non-natives, differently abled people). This is necessary because in practice, there are difficulties i) in the communication to non-residents, ii) with promoting personal responsibility (concerning avoiding car trips and movement ourdoors in context of extreme events), and iii) with a gereral lack of knowledge around civil protection plans. Here, more straightforward explanations for the general public would be helpful.",1,"Preparedness: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"681","cp_133","civil protection","risk communication","Methods for inclusive risk and crises communication are needed, e.g. By target-group oriented communication strategies (for children, elderly, non-natives, differently abled people). This is necessary because in practice, there are difficulties i) in the communication to non-residents, ii) with promoting personal responsibility (concerning avoiding car trips and movement ourdoors in context of extreme events), and iii) with a gereral lack of knowledge around civil protection plans. Here, more straightforward explanations for the general public would be helpful.",1,"Preparedness: tool implementation","tool implementation","resources, capacity & implementation","multi-hazard, multi-risk","national & subnational"
"682","cp_134","civil protection","risk communication","Preparation of social media contents for crisis communication during events. This is necessary, because in practice it was difficult for the citizens to find out the correct information during the response phase. In addition, the alert system (sap) is present and effective but not well known by the population. Here, more straightforward explanations for the general public are essential.",1,"Response: tools","tools","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"683","cp_134","civil protection","risk communication","Preparation of social media contents for crisis communication during events. This is necessary, because in practice it was difficult for the citizens to find out the correct information during the response phase. In addition, the alert system (sap) is present and effective but not well known by the population. Here, more straightforward explanations for the general public are essential.",1,"Response: tools","tools","resources, capacity & implementation","multi-hazard, multi-risk","national & subnational"
"684","cp_134","civil protection","risk communication","Preparation of social media contents for crisis communication during events. This is necessary, because in practice it was difficult for the citizens to find out the correct information during the response phase. In addition, the alert system (sap) is present and effective but not well known by the population. Here, more straightforward explanations for the general public are essential.",1,"Response: tool implementation","tool implementation","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"685","cp_134","civil protection","risk communication","Preparation of social media contents for crisis communication during events. This is necessary, because in practice it was difficult for the citizens to find out the correct information during the response phase. In addition, the alert system (sap) is present and effective but not well known by the population. Here, more straightforward explanations for the general public are essential.",1,"Response: tool implementation","tool implementation","resources, capacity & implementation","multi-hazard, multi-risk","national & subnational"
"686","cp_135","civil protection","risk communication","Country-wide strategy for risk communication, incl. Consolidation of data about events, operations, damages. This would help raising the awareness among the population and decision-makers.",1,"Preparedness: tools","tools","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"687","cp_135","civil protection","risk communication","Country-wide strategy for risk communication, incl. Consolidation of data about events, operations, damages. This would help raising the awareness among the population and decision-makers.",1,"Preparedness: tools","tools","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"688","cp_136","civil protection","risk communication","Imparting and translation of meteorological knowledge for the general public (e.g. \""\""\""\""what does 50mm rain mean?\""\""\""\""). This would help strengthening the public awareness of the use of meteorological/hydrological data, forecasts and warnings. Campaigns and cyclical trainings at the local level should then consolidate the knowledge.",1,"Preparedness: tool implementation","tool implementation","knowledge, data & evidence","direct extreme weather impacts","national & subnational"
"689","cp_136","civil protection","risk communication","Imparting and translation of meteorological knowledge for the general public (e.g. \""\""\""\""what does 50mm rain mean?\""\""\""\""). This would help strengthening the public awareness of the use of meteorological/hydrological data, forecasts and warnings. Campaigns and cyclical trainings at the local level should then consolidate the knowledge.",1,"Preparedness: tool implementation","tool implementation","resources, capacity & implementation","direct extreme weather impacts","national & subnational"
"690","cp_137","civil protection","risk communication","Strategy for (residual) risk communication.",0,"Prevention: non-structural","non-structural","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"691","cp_137","civil protection","risk communication","Strategy for (residual) risk communication.",0,"Preparedness: tools","tools","governance: organisational & procedural","multi-hazard, multi-risk","national & subnational"
"692","cp_138","civil protection","risk communication","Publicly available contingency plans are needed to improve the acceptance and knowledge of non-structural prevention measures (e.g. Hazard maps and contingency plans).",1,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","national & subnational"
"693","cp_138","civil protection","risk communication","Publicly available contingency plans are needed to improve the acceptance and knowledge of non-structural prevention measures (e.g. Hazard maps and contingency plans).",1,"Prevention: non-structural","non-structural","resources, capacity & implementation","multi-hazard, multi-risk","national & subnational"
"694","cp_138","civil protection","risk communication","Publicly available contingency plans are needed to improve the acceptance and knowledge of non-structural prevention measures (e.g. Hazard maps and contingency plans).",1,"Preparedness: tools","tools","policy design & planning","multi-hazard, multi-risk","national & subnational"
"695","cp_138","civil protection","risk communication","Publicly available contingency plans are needed to improve the acceptance and knowledge of non-structural prevention measures (e.g. Hazard maps and contingency plans).",1,"Preparedness: tools","tools","resources, capacity & implementation","multi-hazard, multi-risk","national & subnational"
