id,sector,cluster,measure,validated,phase,phase_category,gap,risk,ownership
cp_139,civil protection,risk communication,Easy-to-read maps are needed to identify assets at risk and help citizens to protect them. Campaigns and cyclical trainings at the local level would help raising public awareness and strengthen the general knowledge of meteorological/hydrological data.,1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_139,civil protection,risk communication,Easy-to-read maps are needed to identify assets at risk and help citizens to protect them. Campaigns and cyclical trainings at the local level would help raising public awareness and strengthen the general knowledge of meteorological/hydrological data.,1,Preparedness: tools,tools,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",national & subnational
cp_139,civil protection,risk communication,Easy-to-read maps are needed to identify assets at risk and help citizens to protect them. Campaigns and cyclical trainings at the local level would help raising public awareness and strengthen the general knowledge of meteorological/hydrological data.,1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_139,civil protection,risk communication,Easy-to-read maps are needed to identify assets at risk and help citizens to protect them. Campaigns and cyclical trainings at the local level would help raising public awareness and strengthen the general knowledge of meteorological/hydrological data.,1,Preparedness: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",national & subnational
cp_140,civil protection,risk communication,"Storytelling, strategic narratives, and art processes are needed to create a joint understanding and collaboration, as well as a way to learn from past events. In practice, this would satisfy the need for more straightforward explanations of climate risks for the general public, and the demand to raise awareness among key stakeholders and decision-makers.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_140,civil protection,risk communication,"Storytelling, strategic narratives, and art processes are needed to create a joint understanding and collaboration, as well as a way to learn from past events. In practice, this would satisfy the need for more straightforward explanations of climate risks for the general public, and the demand to raise awareness among key stakeholders and decision-makers.",1,Preparedness: tools,tools,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",national & subnational
cp_140,civil protection,risk communication,"Storytelling, strategic narratives, and art processes are needed to create a joint understanding and collaboration, as well as a way to learn from past events. In practice, this would satisfy the need for more straightforward explanations of climate risks for the general public, and the demand to raise awareness among key stakeholders and decision-makers.",1,Recovery: learning,learning,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_140,civil protection,risk communication,"Storytelling, strategic narratives, and art processes are needed to create a joint understanding and collaboration, as well as a way to learn from past events. In practice, this would satisfy the need for more straightforward explanations of climate risks for the general public, and the demand to raise awareness among key stakeholders and decision-makers.",1,Recovery: learning,learning,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",national & subnational
cp_141,civil protection,risk communication,Transnational risk communication strategies that improve the management of residual risks and overcome national barriers,0,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk",transnational
cp_141,civil protection,risk communication,Transnational risk communication strategies that improve the management of residual risks and overcome national barriers,0,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",transnational
cp_142,civil protection,risk communication,"There is a need for more effective and more proactive communication and information flows between authorities, organisations, the population, and tourists in all phases - from forecast to alert to intervention and debrief. Good integration and interpretation of data is required to design effective messages that reach the different actors and motivate them to act accordingly.",1,"Cross-cutting, generic",,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_142,civil protection,risk communication,"There is a need for more effective and more proactive communication and information flows between authorities, organisations, the population, and tourists in all phases - from forecast to alert to intervention and debrief. Good integration and interpretation of data is required to design effective messages that reach the different actors and motivate them to act accordingly.",1,"Cross-cutting, generic",,policy design & planning,"multi-hazard, multi-risk",national & subnational
cp_143,civil protection,risk communication,"Mutual trust ist needed as a basis for reliable risk communication despite the necessary presence of uncertainties and mistakes. Here, the building of trust and skills relies on mutual knowledge exchange.",1,"Cross-cutting, generic",,governance: organisational & procedural,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
cp_144,civil protection,risk communication,"Some hiking/tourist groups lack experience with local risks. Clear communication of residual risks is crucial, especially for tourist-heavy areas in mountain locations, requiring diverse information channels.",1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_145,civil protection,risk communication,"Issue of compliance: some people were warned about the event and its possible outcome, but still did not take the warning serious.",1,Preparedness: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_146,civil protection,information and knowledge management,Coordination of existing knowledge by information and knowledge management standards and guidelines (e.g. Using linked open data). This would satisfy the need for the implementation of a decision support system that shares and validates information.,1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_146,civil protection,information and knowledge management,Coordination of existing knowledge by information and knowledge management standards and guidelines (e.g. Using linked open data). This would satisfy the need for the implementation of a decision support system that shares and validates information.,1,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_146,civil protection,information and knowledge management,Coordination of existing knowledge by information and knowledge management standards and guidelines (e.g. Using linked open data). This would satisfy the need for the implementation of a decision support system that shares and validates information.,1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_146,civil protection,information and knowledge management,Coordination of existing knowledge by information and knowledge management standards and guidelines (e.g. Using linked open data). This would satisfy the need for the implementation of a decision support system that shares and validates information.,1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_147,civil protection,information and knowledge management,Consolidated information across existing cca and drr knowledge portals and platforms in order to identify the risks linked to humans and their developments.,1,Prevention: non-structural,non-structural,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_147,civil protection,information and knowledge management,Consolidated information across existing cca and drr knowledge portals and platforms in order to identify the risks linked to humans and their developments.,1,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_147,civil protection,information and knowledge management,Consolidated information across existing cca and drr knowledge portals and platforms in order to identify the risks linked to humans and their developments.,1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_147,civil protection,information and knowledge management,Consolidated information across existing cca and drr knowledge portals and platforms in order to identify the risks linked to humans and their developments.,1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_148,civil protection,information and knowledge management,Knowledge-action networks between users of different sectors are needed to tailor decision-relevant information to different decision environments.,0,"Cross-cutting, generic",,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_148,civil protection,information and knowledge management,Knowledge-action networks between users of different sectors are needed to tailor decision-relevant information to different decision environments.,0,"Cross-cutting, generic",,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_149,civil protection,information and knowledge management,A comprehensive overview of all involved actors and partners in disaster relief operations.,0,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_149,civil protection,information and knowledge management,A comprehensive overview of all involved actors and partners in disaster relief operations.,0,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_150,civil protection,information and knowledge management,Interdisciplinary knowledge exchange between organizations is needed to manage the flow of information between the different stakeholders and to validate information.,1,"Cross-cutting, generic",,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_150,civil protection,information and knowledge management,Interdisciplinary knowledge exchange between organizations is needed to manage the flow of information between the different stakeholders and to validate information.,1,"Cross-cutting, generic",,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_151,civil protection,information and knowledge management,"Develop tools for a new representation of risks, because many risks can be concomitant. This would also help to increase the general level of preparedness and education of the population.",1,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_151,civil protection,information and knowledge management,"Develop tools for a new representation of risks, because many risks can be concomitant. This would also help to increase the general level of preparedness and education of the population.",1,Prevention: non-structural,non-structural,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",national & subnational
cp_151,civil protection,information and knowledge management,"Develop tools for a new representation of risks, because many risks can be concomitant. This would also help to increase the general level of preparedness and education of the population.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_151,civil protection,information and knowledge management,"Develop tools for a new representation of risks, because many risks can be concomitant. This would also help to increase the general level of preparedness and education of the population.",1,Preparedness: tools,tools,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",national & subnational
nh_1,natural hazard management,"early warning, forecasting and alert systems","Lack of early warning systems in place, existing early warning systems inadequate, and/or lack of tailored warning systems. Lacking availability of improved forecasting.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_2,natural hazard management,"early warning, forecasting and alert systems","Missing or limited accuracy of predictions for small-scale events, including in particular for precipitation in mountainous terrain. Improving accuracy and reliability of event predictions, in particular for smaller torrents, rainfall intensity and location of thunderstorms, rainstorm cells, strong winds, and peak discharges. Warning maps need increased spatial resolution to provide more precise data (e.g. Flow rates of smaller torrents) and spatially explicit warnings with high positional accuracy for local response forces, e.g. To enhance road safety.",1,Preparedness: tools,tools,"knowledge, data & evidence",direct extreme weather impacts,national & subnational
nh_2,natural hazard management,"early warning, forecasting and alert systems","Missing or limited accuracy of predictions for small-scale events, including in particular for precipitation in mountainous terrain. Improving accuracy and reliability of event predictions, in particular for smaller torrents, rainfall intensity and location of thunderstorms, rainstorm cells, strong winds, and peak discharges. Warning maps need increased spatial resolution to provide more precise data (e.g. Flow rates of smaller torrents) and spatially explicit warnings with high positional accuracy for local response forces, e.g. To enhance road safety.",1,Preparedness: tools,tools,"knowledge, data & evidence",flooding: pluvial,national & subnational
nh_2,natural hazard management,"early warning, forecasting and alert systems","Missing or limited accuracy of predictions for small-scale events, including in particular for precipitation in mountainous terrain. Improving accuracy and reliability of event predictions, in particular for smaller torrents, rainfall intensity and location of thunderstorms, rainstorm cells, strong winds, and peak discharges. Warning maps need increased spatial resolution to provide more precise data (e.g. Flow rates of smaller torrents) and spatially explicit warnings with high positional accuracy for local response forces, e.g. To enhance road safety.",1,Preparedness: tools,tools,"knowledge, data & evidence","floods: riverine, fluvial",national & subnational
nh_3,natural hazard management,"early warning, forecasting and alert systems","Lacking availability of real-time early warning and now-casting services. Additional measuring stations are needed as well as now-casting tools and procedures, based on enhanced and more systematic monitoring and risk assessment. Existing accurate warning systems often need to have shorter lead times to support actions like traffic control. Temporary protective measures require reliable early warnings.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_3,natural hazard management,"early warning, forecasting and alert systems","Lacking availability of real-time early warning and now-casting services. Additional measuring stations are needed as well as now-casting tools and procedures, based on enhanced and more systematic monitoring and risk assessment. Existing accurate warning systems often need to have shorter lead times to support actions like traffic control. Temporary protective measures require reliable early warnings.",1,Response: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_4,natural hazard management,"early warning, forecasting and alert systems",Lacking availability of long-term and high-quality series of measurements,0,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_5,natural hazard management,"early warning, forecasting and alert systems","Establishment of multi-hazard early warning services and other preparedness tools, with expanded coverage of further meteorological hazards (wind, forest fire, heat, drought, hail, torrential rain, snow, ice). Warning systems should include information about ongoing disaster relief operations and road blocks. This requires the increased collaboration of all concerned stakeholders.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_5,natural hazard management,"early warning, forecasting and alert systems","Establishment of multi-hazard early warning services and other preparedness tools, with expanded coverage of further meteorological hazards (wind, forest fire, heat, drought, hail, torrential rain, snow, ice). Warning systems should include information about ongoing disaster relief operations and road blocks. This requires the increased collaboration of all concerned stakeholders.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_5,natural hazard management,"early warning, forecasting and alert systems","Establishment of multi-hazard early warning services and other preparedness tools, with expanded coverage of further meteorological hazards (wind, forest fire, heat, drought, hail, torrential rain, snow, ice). Warning systems should include information about ongoing disaster relief operations and road blocks. This requires the increased collaboration of all concerned stakeholders.",1,Response: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_5,natural hazard management,"early warning, forecasting and alert systems","Establishment of multi-hazard early warning services and other preparedness tools, with expanded coverage of further meteorological hazards (wind, forest fire, heat, drought, hail, torrential rain, snow, ice). Warning systems should include information about ongoing disaster relief operations and road blocks. This requires the increased collaboration of all concerned stakeholders.",1,Response: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_6,natural hazard management,"early warning, forecasting and alert systems",Country-wide and complete roll-out of app-independent cell broadcast alerts (ongoing implementation of the eu directive for public warning system). Cell broadcast alerts need to include a special sms-notification of professional disaster relief forces in case of extreme weather events.,1,Preparedness: tools,tools,effectiveness & efficiency,"multi-hazard, multi-risk",national & subnational
nh_6,natural hazard management,"early warning, forecasting and alert systems",Country-wide and complete roll-out of app-independent cell broadcast alerts (ongoing implementation of the eu directive for public warning system). Cell broadcast alerts need to include a special sms-notification of professional disaster relief forces in case of extreme weather events.,1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_6,natural hazard management,"early warning, forecasting and alert systems",Country-wide and complete roll-out of app-independent cell broadcast alerts (ongoing implementation of the eu directive for public warning system). Cell broadcast alerts need to include a special sms-notification of professional disaster relief forces in case of extreme weather events.,1,Response: tools,tools,effectiveness & efficiency,"multi-hazard, multi-risk",national & subnational
nh_6,natural hazard management,"early warning, forecasting and alert systems",Country-wide and complete roll-out of app-independent cell broadcast alerts (ongoing implementation of the eu directive for public warning system). Cell broadcast alerts need to include a special sms-notification of professional disaster relief forces in case of extreme weather events.,1,Response: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
nh_7,natural hazard management,"early warning, forecasting and alert systems","Prediction of extreme weather impacts is missing. Constant improvements and updating of existing forecast models and extension towards user-friendly 'climate risk services', including for extremes, compound and cascading effects, and climate effects, is needed.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_8,natural hazard management,"early warning, forecasting and alert systems","Limitiations in density of measurement networks and insufficient gauge density for early warning. Too broad-meshed measuring network limits detection and prediction accuracy of small-scale extreme events, such as extreme hail, torrential rain, peak discharges, smaller torrents, location of thunderstorms, and strong winds. Additional measuring stations, including further small analogous hydrological measuring stations, are needed. Increased use of remote sensing methods (radar measurements, satellite data, aerial surveys, terrestrial photography) can help to densify the measuring network. Generally, an improved and denser monitoring network for hazard triggers and hazard processes is needed to improve monitoring results.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_9,natural hazard management,"early warning, forecasting and alert systems",Elements of critical infrastructure (e.g. Bridges) need to be identified and monitored with increased attention.,1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_10,natural hazard management,"early warning, forecasting and alert systems",Warning systems need to be resilient against the effects (e.g. Case of overload) of extreme events.,1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
nh_10,natural hazard management,"early warning, forecasting and alert systems",Warning systems need to be resilient against the effects (e.g. Case of overload) of extreme events.,1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_11,natural hazard management,"early warning, forecasting and alert systems",Target groups / the population lack knowledge of and compliance with existing warnings and alerts. This causes insufficient response of citizens to warnings and inadequate use of preventive measures advocated by local institutions. Need for measures to incrase behaviourial compliance.,1,Preparedness: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
nh_12,natural hazard management,"early warning, forecasting and alert systems","Lacking capacity (of risk managers and target groups) to communicate and act on the information from early warning systems. Even if reasonably accurate early warning systems are in place, the lack of capacity to translate forecasting data into adequate action constrains the effectiveness of forecasting and early warning. It needs to be safeguarded that available and advanced tools and data are actually used in an active way to take preventive actions, which includes defining what action should follow after warnings.",1,Response: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
nh_13,natural hazard management,"early warning, forecasting and alert systems","Transnational alpine warning system for extreme weather events, focussing on cross-border risks: â¢ coordination of early warning systems as implemented at national level: harmonization of approach and tools of warning systems; â¢ establishing interlinkages of warning systems, also with larger warning systems implemented at eu/international level (e.g. Eumetnet, meteo- alarm) to improve the management of cross-border risks; â¢ testing smart approaches for spreading information of early warning systems (apps for smart phones/smart watches etc.); â¢ permanent monitoring of hazard hot-spots.",0,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",transnational
nh_13,natural hazard management,"early warning, forecasting and alert systems","Transnational alpine warning system for extreme weather events, focussing on cross-border risks: â¢ coordination of early warning systems as implemented at national level: harmonization of approach and tools of warning systems; â¢ establishing interlinkages of warning systems, also with larger warning systems implemented at eu/international level (e.g. Eumetnet, meteo- alarm) to improve the management of cross-border risks; â¢ testing smart approaches for spreading information of early warning systems (apps for smart phones/smart watches etc.); â¢ permanent monitoring of hazard hot-spots.",0,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",transnational
nh_13,natural hazard management,"early warning, forecasting and alert systems","Transnational alpine warning system for extreme weather events, focussing on cross-border risks: â¢ coordination of early warning systems as implemented at national level: harmonization of approach and tools of warning systems; â¢ establishing interlinkages of warning systems, also with larger warning systems implemented at eu/international level (e.g. Eumetnet, meteo- alarm) to improve the management of cross-border risks; â¢ testing smart approaches for spreading information of early warning systems (apps for smart phones/smart watches etc.); â¢ permanent monitoring of hazard hot-spots.",0,Preparedness: tool implementation,tool implementation,"knowledge, data & evidence","multi-hazard, multi-risk",transnational
nh_13,natural hazard management,"early warning, forecasting and alert systems","Transnational alpine warning system for extreme weather events, focussing on cross-border risks: â¢ coordination of early warning systems as implemented at national level: harmonization of approach and tools of warning systems; â¢ establishing interlinkages of warning systems, also with larger warning systems implemented at eu/international level (e.g. Eumetnet, meteo- alarm) to improve the management of cross-border risks; â¢ testing smart approaches for spreading information of early warning systems (apps for smart phones/smart watches etc.); â¢ permanent monitoring of hazard hot-spots.",0,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",transnational
nh_14,natural hazard management,financing and insurance,Involvement of local communities and beneficiary parties in financing construction and maintenance of protection measures in order to strengthen commitment and awareness of local actors,0,Prevention: structural,structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
nh_14,natural hazard management,financing and insurance,Involvement of local communities and beneficiary parties in financing construction and maintenance of protection measures in order to strengthen commitment and awareness of local actors,0,Prevention: structural,structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
nh_14,natural hazard management,financing and insurance,Involvement of local communities and beneficiary parties in financing construction and maintenance of protection measures in order to strengthen commitment and awareness of local actors,0,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
nh_14,natural hazard management,financing and insurance,Involvement of local communities and beneficiary parties in financing construction and maintenance of protection measures in order to strengthen commitment and awareness of local actors,0,Prevention: non-structural,non-structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
nh_15,natural hazard management,financing and insurance,Taxation and fiscal policies to counteract the development of hazard-prone areas as well as incentives for reducing land-use intensities in hazard-prone areas. Revenues from these fiscal policies can be redirected to support emergency management services.,0,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
nh_15,natural hazard management,financing and insurance,Taxation and fiscal policies to counteract the development of hazard-prone areas as well as incentives for reducing land-use intensities in hazard-prone areas. Revenues from these fiscal policies can be redirected to support emergency management services.,0,Prevention: non-structural,non-structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
nh_16,natural hazard management,financing and insurance,Unbalanced allocation of resources. More investment in measures of early stages of the risk management cycle saves recovery costs.,1,Prevention: structural,structural,"resources, capacity & implementation","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_16,natural hazard management,financing and insurance,Unbalanced allocation of resources. More investment in measures of early stages of the risk management cycle saves recovery costs.,1,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_16,natural hazard management,financing and insurance,Unbalanced allocation of resources. More investment in measures of early stages of the risk management cycle saves recovery costs.,1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_16,natural hazard management,financing and insurance,Unbalanced allocation of resources. More investment in measures of early stages of the risk management cycle saves recovery costs.,1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
nh_17,natural hazard management,financing and insurance,"Need for reforms of risk transfer mechanisms, particularly with regard to private properties. Missing mandatory building insurance is a key driver of economic vulnerability. E.g. In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available. Compulsory, uniform flood and natural hazard insurance models (as in switzerland) that are rooted in solidarity principles, i.e. Mandatory insurance of the respective owners against natural hazards, has potential to overcome constraints of private voluntary insurance systems and maladaptive, pervert incentives of public disaster relief funds models. Together with short-term liquidity options like kontokorrent loans, this could reduce financial vulnerability. Compulsory insurance also can have supportive effects in the context of increased personal precautions.",1,Preparedness: tools,tools,policy design & planning,"floods: riverine, fluvial",national & subnational
nh_17,natural hazard management,financing and insurance,"Need for reforms of risk transfer mechanisms, particularly with regard to private properties. Missing mandatory building insurance is a key driver of economic vulnerability. E.g. In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available. Compulsory, uniform flood and natural hazard insurance models (as in switzerland) that are rooted in solidarity principles, i.e. Mandatory insurance of the respective owners against natural hazards, has potential to overcome constraints of private voluntary insurance systems and maladaptive, pervert incentives of public disaster relief funds models. Together with short-term liquidity options like kontokorrent loans, this could reduce financial vulnerability. Compulsory insurance also can have supportive effects in the context of increased personal precautions.",1,Preparedness: tools,tools,policy design & planning,flooding: pluvial,national & subnational
nh_17,natural hazard management,financing and insurance,"Need for reforms of risk transfer mechanisms, particularly with regard to private properties. Missing mandatory building insurance is a key driver of economic vulnerability. E.g. In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available. Compulsory, uniform flood and natural hazard insurance models (as in switzerland) that are rooted in solidarity principles, i.e. Mandatory insurance of the respective owners against natural hazards, has potential to overcome constraints of private voluntary insurance systems and maladaptive, pervert incentives of public disaster relief funds models. Together with short-term liquidity options like kontokorrent loans, this could reduce financial vulnerability. Compulsory insurance also can have supportive effects in the context of increased personal precautions.",1,Preparedness: tools,tools,policy design & planning,hydrological hazards: other,national & subnational
nh_17,natural hazard management,financing and insurance,"Need for reforms of risk transfer mechanisms, particularly with regard to private properties. Missing mandatory building insurance is a key driver of economic vulnerability. E.g. In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available. Compulsory, uniform flood and natural hazard insurance models (as in switzerland) that are rooted in solidarity principles, i.e. Mandatory insurance of the respective owners against natural hazards, has potential to overcome constraints of private voluntary insurance systems and maladaptive, pervert incentives of public disaster relief funds models. Together with short-term liquidity options like kontokorrent loans, this could reduce financial vulnerability. Compulsory insurance also can have supportive effects in the context of increased personal precautions.",1,Recovery: structural,structural,policy design & planning,"floods: riverine, fluvial",national & subnational
nh_17,natural hazard management,financing and insurance,"Need for reforms of risk transfer mechanisms, particularly with regard to private properties. Missing mandatory building insurance is a key driver of economic vulnerability. E.g. In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available. Compulsory, uniform flood and natural hazard insurance models (as in switzerland) that are rooted in solidarity principles, i.e. Mandatory insurance of the respective owners against natural hazards, has potential to overcome constraints of private voluntary insurance systems and maladaptive, pervert incentives of public disaster relief funds models. Together with short-term liquidity options like kontokorrent loans, this could reduce financial vulnerability. Compulsory insurance also can have supportive effects in the context of increased personal precautions.",1,Recovery: structural,structural,policy design & planning,flooding: pluvial,national & subnational
nh_17,natural hazard management,financing and insurance,"Need for reforms of risk transfer mechanisms, particularly with regard to private properties. Missing mandatory building insurance is a key driver of economic vulnerability. E.g. In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available. Compulsory, uniform flood and natural hazard insurance models (as in switzerland) that are rooted in solidarity principles, i.e. Mandatory insurance of the respective owners against natural hazards, has potential to overcome constraints of private voluntary insurance systems and maladaptive, pervert incentives of public disaster relief funds models. Together with short-term liquidity options like kontokorrent loans, this could reduce financial vulnerability. Compulsory insurance also can have supportive effects in the context of increased personal precautions.",1,Recovery: structural,structural,policy design & planning,hydrological hazards: other,national & subnational
nh_18,natural hazard management,financing and insurance,"Aspects of financial risk management often overwhelm municipal authorities, with fragmented processes for (insuring, recovering and compensating) private and public damage. A centralised unit to manage funding and [reconstruction of] settlements could provide structural support.",1,Recovery: structural,structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
nh_19,natural hazard management,financing and insurance,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: â¢ due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. â¢ related to unaffordibility is a partly too low insurance market penetration, i.e. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,Preparedness: tools,tools,policy design & planning,"floods: riverine, fluvial",transnational
nh_19,natural hazard management,financing and insurance,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: â¢ due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. â¢ related to unaffordibility is a partly too low insurance market penetration, i.e. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,Preparedness: tools,tools,policy design & planning,"floods: riverine, fluvial",national & subnational
